method,x,approx,exact,abs_error,rel_error
RungeKutta4,0.57000000000000028,0.76596545172111796,0.76596545172590258,4.7846171469245746E-12,6.2465182158980932E-12
RungeKutta4,0.58000000000000029,0.76409649352605025,0.76409649353093978,4.8895332227516519E-12,6.3991043856098444E-12
RungeKutta4,0.5900000000000003,0.76225142739160023,0.76225142739658924,4.9890092057580659E-12,6.545096573751648E-12
RungeKutta4,0.60000000000000031,0.76042930601420078,0.76042930601928449,5.0837112297585918E-12,6.6853173458094672E-12
RungeKutta4,0.61000000000000032,0.75862922914879638,0.75862922915396958,5.1731952055433794E-12,6.8191351015407777E-12
RungeKutta4,0.62000000000000033,0.75685034111234573,0.75685034111760374,5.2580162446247414E-12,6.9472337647321604E-12
RungeKutta4,0.63000000000000034,0.75509182842907852,0.75509182843441658,5.3380633247002152E-12,7.069422716182379E-12
RungeKutta4,0.64000000000000035,0.75335291760876733,0.75335291761418099,5.4136695126771883E-12,7.1861001479370729E-12
RungeKutta4,0.65000000000000036,0.75163287304986859,0.75163287305535342,5.4848348085556609E-12,7.2972258202333285E-12
RungeKutta4,0.66000000000000036,0.74993099505993421,0.74993099506548599,5.5517812569405578E-12,7.4030561391809945E-12
RungeKutta4,0.67000000000000037,0.74824661798620118,0.74824661799181591,5.6147309024368042E-12,7.5038506923667092E-12
RungeKutta4,0.68000000000000038,0.74657910844973774,0.74657910845541142,5.6736837450444E-12,7.5995747548116289E-12
RungeKutta4,0.69000000000000039,0.74492786367695829,0.74492786368268715,5.7288618293682703E-12,7.6904920713942037E-12
RungeKutta4,0.7000000000000004,0.74329230992272366,0.74329230992850381,5.7801541331059525E-12,7.776421275913491E-12
RungeKutta4,0.71000000000000041,0.74167190097961788,0.741671900985446,5.8281157677697593E-12,7.8580781610734407E-12
RungeKutta4,0.72000000000000042,0.74006611676834033,0.74006611677421297,5.872635711057228E-12,7.9352852103287323E-12
RungeKutta4,0.73000000000000043,0.73847446200447553,0.73847446201038924,5.9137139629683588E-12,8.0080141795513011E-12
RungeKutta4,0.74000000000000044,0.73689646493720296,0.73689646494315486,5.9519056350154642E-12,8.0769903483288873E-12
RungeKutta4,0.75000000000000044,0.73533167615579031,0.73533167616177719,5.9868776602911566E-12,8.1417377415178189E-12
RungeKutta4,0.76000000000000045,0.73377966745997214,0.73377966746599121,6.0190741280052862E-12,8.2028358033423269E-12
RungeKutta4,0.77000000000000046,0.73224003079055988,0.73224003079660827,6.0483840158553903E-12,8.260111113189589E-12
RungeKutta4,0.78000000000000047,0.73071237721685467,0.7307123772229297,6.0750293684463941E-12,8.3138448969278896E-12
RungeKutta4,0.79000000000000048,0.72919633597764488,0.729196335983744,6.09912120808076E-12,8.3641687528552562E-12
RungeKutta4,0.80000000000000049,0.72769155357276782,0.72769155357888859,6.1207705570609505E-12,8.4112156132768487E-12
RungeKutta4,0.8100000000000005,0.72619769290239744,0.72619769290853742,6.1399774153869657E-12,8.4549668435977691E-12
RungeKutta4,0.82000000000000051,0.72471443245139211,0.72471443245754918,6.1570748499661931E-12,8.4958634384298109E-12
RungeKutta4,0.83000000000000052,0.72324146551619717,0.7232414655223689,6.1717297938912452E-12,8.5334291355741242E-12
RungeKutta4,0.84000000000000052,0.72177849947194417,0.72177849947812878,6.184608380976897E-12,8.5685683149353711E-12
RungeKutta4,0.85000000000000053,0.7203252550775332,0.72032525508372869,6.1954885666182236E-12,8.6009598066242494E-12
RungeKutta4,0.86000000000000054,0.7188814658166105,0.71888146582281487,6.2043703508152248E-12,8.6305888325655958E-12
RungeKutta4,0.87000000000000055,0.71744687727248035,0.71744687727869183,6.2114757781728258E-12,8.6577501065821193E-12
RungeKutta4,0.88000000000000056,0.71602124653510291,0.71602124654131982,6.2169158709934891E-12,8.6825857487857449E-12
RungeKutta4,0.89000000000000057,0.71460434163843789,0.71460434164465858,6.2206906292772146E-12,8.7050837320893898E-12
